2;4;0;9;8;-1;4;-1;0;-1;2;-1;8;5;-1;-1;7;5;6;7;4;-1;6;10
sCost: 1098.0;mCap: 1.0;mPack: 0.816793893129771;sPrio: 36.0
402.0
6;8;11;-1;-1;-1;4;7;8;-1;7;4;-1;5;4;4;10;5;6;-1;9;8;-1;9
sCost: 954.0;mCap: 0.6333333253860474;mPack: 0.7487277353689568;sPrio: 29.0
402.0
9;8;0;4;1;8;3;9;0;-1;5;6;2;5;1;7;7;3;6;1;2;9;1;10
sCost: 1342.0;mCap: 1.0;mPack: 0.9872773536895675;sPrio: 4.0
402.0
4;8;0;4;-1;8;-1;7;0;-1;-1;-1;6;-1;-1;-1;5;7;11;-1;6;-1;-1;10
sCost: 954.0;mCap: 0.36666667461395264;mPack: 0.7188295165394403;sPrio: 46.0
402.0
4;8;0;7;10;8;-1;-1;0;-1;4;-1;6;9;-1;-1;5;9;-1;7;6;8;5;10
sCost: 976.0;mCap: 1.0;mPack: 0.8015267175572519;sPrio: 29.0
402.0
1;1;0;2;5;4;2;10;0;1;8;8;5;9;-1;-1;7;9;4;-1;10;-1;6;6
sCost: 1220.0;mCap: 1.0;mPack: 0.9319338422391857;sPrio: 17.0
402.0
5;10;0;9;10;10;6;11;0;-1;-1;8;6;-1;-1;-1;7;5;8;7;-1;4;9;4
sCost: 1076.0;mCap: 0.2666666805744171;mPack: 0.8295165394402035;sPrio: 30.0
402.0
5;10;0;9;2;10;6;11;0;-1;-1;8;6;2;-1;2;7;5;8;7;-1;4;9;4
sCost: 1198.0;mCap: 1.0;mPack: 0.8861323155216285;sPrio: 21.0
402.0
5;10;0;9;2;10;6;-1;0;-1;-1;8;6;2;-1;2;7;5;8;7;-1;4;9;4
sCost: 1098.0;mCap: 1.0;mPack: 0.8422391857506362;sPrio: 28.0
402.0
10;9;0;7;5;5;7;3;0;-1;6;6;4;3;5;-1;8;-1;10;8;4;-1;-1;9
sCost: 1098.0;mCap: 0.2666666805744171;mPack: 0.8899491094147582;sPrio: 24.0
402.0
10;1;0;7;5;5;7;-1;0;-1;1;3;4;2;5;-1;8;3;10;8;4;-1;2;9
sCost: 1220.0;mCap: 1.0;mPack: 0.9141221374045801;sPrio: 20.0
402.0
