7;1;11;4;5;10;2;6;2;3;6;0;3;0;7;4;1;0;6;5;3;10;5;5;2
1747.0;0.03333333507180214;1.0
683.0
12;8;7;10;2;0;3;4;3;5;6;4;5;8;0;2;6;7;10;0;5;6;2;3;4
1747.0;0.06666667014360428;1.0
683.0
0;9;2;8;7;-1;-1;4;10;-1;10;4;12;-1;11;13;5;5;11;0;9;2;5;7;7
1764.0;1.0;0.8142493638676844
683.0
8;4;0;1;6;2;7;-1;-1;2;-1;6;1;-1;9;9;10;4;5;5;2;5;0;0;0
1830.0;0.06666667014360428;0.8187022900763359
683.0
5;9;6;7;-1;4;3;3;10;0;7;1;0;10;1;8;-1;4;1;5;4;0;4;5;6
1830.0;0.10000000149011612;0.9064885496183206
683.0
6;9;3;4;10;2;-1;7;12;3;8;1;8;-1;11;7;1;2;4;1;4;6;2;2;1
1847.0;0.1666666716337204;0.9096692111959288
683.0
