3;8;7;4;11;-1;6;1;6;1;9;5;-1;9;2;4;2;7;2;3;3;5;2;1;2
1747.0;0.03333333507180214;0.9064885496183206
534.0
5;11;4;2;0;3;8;1;9;1;9;7;7;3;2;8;4;0;0;5;5;7;8;1;3
1747.0;0.06666667014360428;1.0
534.0
-1;4;8;7;9;11;12;6;-1;6;10;-1;13;10;-1;2;-1;2;2;-1;5;7;4;8;-1
1764.0;1.0;0.7385496183206106
534.0
1;10;4;-1;5;0;7;2;0;2;9;8;3;7;1;4;-1;3;5;8;3;2;8;0;5
1830.0;0.03333333507180214;0.9045801526717557
534.0
4;5;9;10;7;0;3;8;8;2;2;3;10;6;9;7;0;5;6;0;6;6;4;4;0
1830.0;0.10000000149011612;1.0
534.0
0;6;1;10;-1;2;13;4;5;4;8;8;1;3;2;3;10;12;0;-1;0;3;2;6;-1
1847.0;0.13333334028720856;0.9052162849872774
534.0
