-1;2;1;4;3;-1;-1;6;5;7;-1;8;-1;5;3;2;4;6;6;1;5;1;-1;6;3
1464.0;0.06666667014360428;0.7251908396946565
374.0
5;0;6;7;11;2;3;10;9;3;4;10;9;5;6;0;2;2;4;7;4;4;7;3;4
1747.0;0.03333333507180214;1.0
374.0
0;6;5;11;2;7;1;3;9;7;5;8;2;9;8;1;8;3;0;6;3;0;3;1;1
1747.0;0.13333334028720856;1.0
374.0
-1;10;1;5;7;4;12;8;2;13;8;11;4;2;9;9;-1;-1;-1;7;1;-1;-1;5;5
1764.0;1.0;0.8148854961832062
374.0
3;9;10;0;6;-1;-1;2;4;4;5;8;8;7;2;5;7;7;6;5;4;0;0;0;2
1830.0;0.10000000149011612;0.898854961832061
374.0
